objct_d,cnsttn_,dscrptn,ONSCnID,regn_nm,shp_lng,shape_r,prty_cl,wnnr_19
1,North Thanet,Westminster Constituency,E14000852,South East Euro Region,106798.877597,823157164.723,#0087DC,Conservative
2,Canterbury,Westminster Constituency,E14000619,South East Euro Region,106798.887591,823157318.737,#DC241F,Labour
3,South Thanet,Westminster Constituency,E14000948,South East Euro Region,106798.924488,823157887.505,#0087DC,Conservative
4,Norwich South,Westminster Constituency,E14000864,Eastern Euro Region,106799.371719,823164781.674,#DC241F,Labour
5,Great Yarmouth,Westminster Constituency,E14000717,Eastern Euro Region,106799.363204,823164650.419,#0087DC,Conservative
6,Maldon,Westminster Constituency,E14000806,Eastern Euro Region,106799.59594,823168238.068,#0087DC,Conservative
7,Southend West,Westminster Constituency,E14000957,Eastern Euro Region,106799.351851,823164475.412,#0087DC,Conservative
8,Rochford and Southend East,Westminster Constituency,E14000899,Eastern Euro Region,106799.12763,823161019.02,#0087DC,Conservative
9,Ashford,Westminster Constituency,E14000536,South East Euro Region,106799.110601,823160756.509,#0087DC,Conservative
10,Sittingbourne and Sheppey,Westminster Constituency,E14000927,South East Euro Region,106799.536336,823167319.28,#0087DC,Conservative
11,Dover,Westminster Constituency,E14000670,South East Euro Region,106799.22413,823162506.581,#0087DC,Conservative
12,Norwich North,Westminster Constituency,E14000863,Eastern Euro Region,106798.668377,823153939.603,#0087DC,Conservative
13,South Norfolk,Westminster Constituency,E14000941,Eastern Euro Region,106798.994774,823158971.032,#0087DC,Conservative
14,Waveney,Westminster Constituency,E14001022,Eastern Euro Region,106799.040187,823159671.057,#0087DC,Conservative
15,Rayleigh and Wickford,Westminster Constituency,E14000888,Eastern Euro Region,106799.281436,823163389.939,#0087DC,Conservative
16,Castle Point,Westminster Constituency,E14000622,Eastern Euro Region,106799.003292,823159102.286,#0087DC,Conservative
17,South Basildon and East Thurrock,Westminster Constituency,E14000933,Eastern Euro Region,106799.011803,823159233.542,#0087DC,Conservative
18,Rochester and Strood,Westminster Constituency,E14000898,South East Euro Region,106799.0487,823159802.312,#0087DC,Conservative
19,Gillingham and Rainham,Westminster Constituency,E14000711,South East Euro Region,106799.020318,823159364.796,#0087DC,Conservative
20,Faversham and Mid Kent,Westminster Constituency,E14000700,South East Euro Region,106799.057215,823159933.566,#0087DC,Conservative
21,Folkestone and Hythe,Westminster Constituency,E14000704,South East Euro Region,106799.077083,823160239.827,#0087DC,Conservative
22,North Norfolk,Westminster Constituency,E14000848,Eastern Euro Region,106798.536179,823151901.771,#0087DC,Conservative
23,Suffolk Coastal,Westminster Constituency,E14000981,Eastern Euro Region,106799.066929,823160083.312,#0087DC,Conservative
24,Ipswich,Westminster Constituency,E14000761,Eastern Euro Region,106799.058414,823159952.057,#0087DC,Conservative
25,Clacton,Westminster Constituency,E14000642,Eastern Euro Region,106799.291149,823163539.685,#0087DC,Conservative
26,Brentwood and Ongar,Westminster Constituency,E14000594,Eastern Euro Region,106799.047061,823159777.051,#0087DC,Conservative
27,Basildon and Billericay,Westminster Constituency,E14000544,Eastern Euro Region,106798.822841,823156320.679,#0087DC,Conservative
28,Thurrock,Westminster Constituency,E14000995,Eastern Euro Region,106799.058414,823159952.058,#0087DC,Conservative
29,Gravesham,Westminster Constituency,E14000715,South East Euro Region,106798.805811,823156058.17,#0087DC,Conservative
30,Chatham and Aylesford,Westminster Constituency,E14000626,South East Euro Region,106799.231546,823162620.903,#0087DC,Conservative
31,Maidstone and The Weald,Westminster Constituency,E14000804,South East Euro Region,106798.919341,823157808.231,#0087DC,Conservative
32,Hastings and Rye,Westminster Constituency,E14000735,South East Euro Region,106799.271282,823163233.425,#0087DC,Conservative
33,Broadland,Westminster Constituency,E14000603,Eastern Euro Region,106799.006448,823159150.992,#0087DC,Conservative
34,Central Suffolk and North Ipswich,Westminster Constituency,E14000624,Eastern Euro Region,106798.660183,823153813.304,#0087DC,Conservative
35,South Suffolk,Westminster Constituency,E14000946,Eastern Euro Region,106798.98658,823158844.732,#0087DC,Conservative
36,Harwich and North Essex,Westminster Constituency,E14000734,Eastern Euro Region,106799.031993,823159544.757,#0087DC,Conservative
37,Romford,Westminster Constituency,E14000900,London Euro Region,106799.273242,823163263.639,#0087DC,Conservative
38,Hornchurch and Upminster,Westminster Constituency,E14000751,London Euro Region,106798.995098,823158975.986,#0087DC,Conservative
39,Dagenham and Rainham,Westminster Constituency,E14000657,London Euro Region,106799.003609,823159107.242,#DC241F,Labour
40,Erith and Thamesmead,Westminster Constituency,E14000696,London Euro Region,106799.040507,823159676.012,#DC241F,Labour
41,Bexleyheath and Crayford,Westminster Constituency,E14000558,London Euro Region,106799.012124,823159238.496,#0087DC,Conservative
42,Dartford,Westminster Constituency,E14000659,South East Euro Region,106799.049021,823159807.266,#0087DC,Conservative
43,Tunbridge Wells,Westminster Constituency,E14001004,South East Euro Region,106799.068889,823160113.527,#0087DC,Conservative
44,Bexhill and Battle,Westminster Constituency,E14000557,South East Euro Region,106799.051859,823159851.018,#0087DC,Conservative
45,Mid Norfolk,Westminster Constituency,E14000816,Eastern Euro Region,106799.177837,823161792.897,#0087DC,Conservative
46,Bury St. Edmunds,Westminster Constituency,E14000613,Eastern Euro Region,106798.675476,823154048.851,#0087DC,Conservative
47,Braintree,Westminster Constituency,E14000590,Eastern Euro Region,106799.206219,823162230.413,#0087DC,Conservative
48,Colchester,Westminster Constituency,E14000644,Eastern Euro Region,106799.197705,823162099.158,#0087DC,Conservative
49,Ilford North,Westminster Constituency,E14000759,London Euro Region,106799.430437,823165686.796,#DC241F,Labour
50,Barking,Westminster Constituency,E14000540,London Euro Region,106799.186352,823161924.152,#DC241F,Labour
51,East Ham,Westminster Constituency,E14000679,London Euro Region,106798.962134,823158467.77,#DC241F,Labour
52,Greenwich and Woolwich,Westminster Constituency,E14000718,London Euro Region,106799.197705,823162099.159,#DC241F,Labour
53,Eltham,Westminster Constituency,E14000690,London Euro Region,106798.945105,823158205.26,#DC241F,Labour
54,Old Bexley and Sidcup,Westminster Constituency,E14000869,London Euro Region,106799.370835,823164768.01,#0087DC,Conservative
55,Wealden,Westminster Constituency,E14001023,South East Euro Region,106799.058633,823159955.327,#0087DC,Conservative
56,Eastbourne,Westminster Constituency,E14000684,South East Euro Region,106799.41057,823165380.534,#0087DC,Conservative
57,South West Norfolk,Westminster Constituency,E14000952,Eastern Euro Region,106798.378127,823149465.338,#0087DC,Conservative
58,West Suffolk,Westminster Constituency,E14001034,Eastern Euro Region,106798.585316,823152659.175,#0087DC,Conservative
59,Witham,Westminster Constituency,E14001045,Eastern Euro Region,106798.239054,823147321.529,#0087DC,Conservative
60,Chelmsford,Westminster Constituency,E14000628,Eastern Euro Region,106798.565449,823152352.917,#0087DC,Conservative
61,Chingford and Woodford Green,Westminster Constituency,E14000634,London Euro Region,106798.610862,823153052.936,#0087DC,Conservative
62,Ilford South,Westminster Constituency,E14000760,London Euro Region,106798.852109,823156771.789,#DC241F,Labour
63,West Ham,Westminster Constituency,E14001032,London Euro Region,106798.573967,823152484.171,#DC241F,Labour
64,Poplar and Limehouse,Westminster Constituency,E14000882,London Euro Region,106798.582478,823152615.425,#DC241F,Labour
65,"Lewisham, Deptford",Westminster Constituency,E14000789,London Euro Region,106798.619375,823153184.19,#DC241F,Labour
66,Lewisham East,Westminster Constituency,E14000787,London Euro Region,106798.590993,823152746.679,#DC241F,Labour
67,Bromley and Chislehurst,Westminster Constituency,E14000604,London Euro Region,106798.62789,823153315.443,#0087DC,Conservative
68,Mid Sussex,Westminster Constituency,E14000817,South East Euro Region,106798.647757,823153621.702,#0087DC,Conservative
69,Lewes,Westminster Constituency,E14000786,South East Euro Region,106798.630728,823153359.195,#0087DC,Conservative
70,Cleethorpes,Westminster Constituency,E14000643,Yorkshire and the Humber Euro Region,106798.909301,823157653.397,#0087DC,Conservative
71,Kingston upon Hull North,Westminster Constituency,E14000772,Yorkshire and the Humber Euro Region,106798.900786,823157522.142,#DC241F,Labour
72,Louth and Horncastle,Westminster Constituency,E14000798,East Midlands Euro Region,106798.909301,823157653.396,#0087DC,Conservative
73,Boston and Skegness,Westminster Constituency,E14000582,East Midlands Euro Region,106798.897948,823157478.391,#0087DC,Conservative
74,South Holland and The Deepings,Westminster Constituency,E14000939,East Midlands Euro Region,106798.954712,823158353.42,#0087DC,Conservative
75,Grantham and Stamford,Westminster Constituency,E14000714,East Midlands Euro Region,106798.795773,823155903.339,#0087DC,Conservative
76,Corby,Westminster Constituency,E14000648,East Midlands Euro Region,106798.963227,823158484.673,#0087DC,Conservative
77,North West Norfolk,Westminster Constituency,E14000859,Eastern Euro Region,106798.38707,823149603.134,#0087DC,Conservative
78,South East Cambridgeshire,Westminster Constituency,E14000937,Eastern Euro Region,106798.889434,823157347.137,#0087DC,Conservative
79,Saffron Walden,Westminster Constituency,E14000910,Eastern Euro Region,106798.38707,823149603.133,#0087DC,Conservative
80,Hertford and Stortford,Westminster Constituency,E14000744,Eastern Euro Region,106798.917816,823157784.651,#0087DC,Conservative
81,Harlow,Westminster Constituency,E14000729,Eastern Euro Region,106798.909301,823157653.396,#0087DC,Conservative
82,Edmonton,Westminster Constituency,E14000687,London Euro Region,106799.142035,823161241.014,#DC241F,Labour
83,Leyton and Wanstead,Westminster Constituency,E14000790,London Euro Region,106798.897948,823157478.391,#DC241F,Labour
84,Hackney North and Stoke Newington,Westminster Constituency,E14000720,London Euro Region,106798.67373,823154022.028,#DC241F,Labour
85,Hackney South and Shoreditch,Westminster Constituency,E14000721,London Euro Region,106798.909301,823157653.397,#DC241F,Labour
86,Bethnal Green and Bow,Westminster Constituency,E14000555,London Euro Region,106798.6567,823153759.52,#DC241F,Labour
87,Lewisham West and Penge,Westminster Constituency,E14000788,London Euro Region,106799.082432,823160322.234,#DC241F,Labour
88,Beckenham,Westminster Constituency,E14000551,London Euro Region,106798.770229,823155509.576,#0087DC,Conservative
89,Crawley,Westminster Constituency,E14000652,South East Euro Region,106799.122167,823160934.755,#0087DC,Conservative
90,"Brighton, Kemptown",Westminster Constituency,E14000597,South East Euro Region,106798.378556,823149471.879,#DC241F,Labour
91,Kingston upon Hull East,Westminster Constituency,E14000771,Yorkshire and the Humber Euro Region,106799.146956,823161316.938,#DC241F,Labour
92,Haltemprice and Howden,Westminster Constituency,E14000724,Yorkshire and the Humber Euro Region,106798.77231,823155541.731,#0087DC,Conservative
93,Kingston upon Hull West and Hessle,Westminster Constituency,E14000773,Yorkshire and the Humber Euro Region,106799.101545,823160616.913,#DC241F,Labour
94,Great Grimsby,Westminster Constituency,E14000716,Yorkshire and the Humber Euro Region,106798.775148,823155585.483,#0087DC,Conservative
95,Gainsborough,Westminster Constituency,E14000707,East Midlands Euro Region,106799.229265,823162585.733,#0087DC,Conservative
96,Sleaford and North Hykeham,Westminster Constituency,E14000929,East Midlands Euro Region,106798.783663,823155716.738,#0087DC,Conservative
97,Nottingham East,Westminster Constituency,E14000865,East Midlands Euro Region,106799.274677,823163285.759,#DC241F,Labour
98,Rushcliffe,Westminster Constituency,E14000908,East Midlands Euro Region,106798.604855,823152960.389,#0087DC,Conservative
99,Rutland and Melton,Westminster Constituency,E14000909,East Midlands Euro Region,106799.257648,823163023.25,#0087DC,Conservative
100,Wellingborough,Westminster Constituency,E14001025,East Midlands Euro Region,106799.081677,823160310.652,#0087DC,Conservative
101,North East Cambridgeshire,Westminster Constituency,E14000842,Eastern Euro Region,106798.82056,823156285.509,#0087DC,Conservative
102,Cambridge,Westminster Constituency,E14000617,Eastern Euro Region,106799.02775,823159479.372,#DC241F,Labour
103,North East Hertfordshire,Westminster Constituency,E14000845,Eastern Euro Region,106798.681486,823154141.681,#0087DC,Conservative
104,Stevenage,Westminster Constituency,E14000968,Eastern Euro Region,106799.007883,823159173.112,#0087DC,Conservative
105,Walthamstow,Westminster Constituency,E14001013,London Euro Region,106799.053296,823159873.137,#DC241F,Labour
106,Islington North,Westminster Constituency,E14000763,London Euro Region,106799.294545,823163592.02,#DC241F,Labour
107,Islington South and Finsbury,Westminster Constituency,E14000764,London Euro Region,106799.016401,823159304.366,#DC241F,Labour
108,Bermondsey and Old Southwark,Westminster Constituency,E14000553,London Euro Region,106799.024912,823159435.621,#DC241F,Labour
109,Camberwell and Peckham,Westminster Constituency,E14000615,London Euro Region,106799.061809,823160004.392,#DC241F,Labour
110,Dulwich and West Norwood,Westminster Constituency,E14000673,London Euro Region,106799.033427,823159566.876,#DC241F,Labour
111,Croydon North,Westminster Constituency,E14000655,London Euro Region,106799.070324,823160135.646,#DC241F,Labour
112,Orpington,Westminster Constituency,E14000872,London Euro Region,106799.090192,823160441.907,#0087DC,Conservative
113,"Brighton, Pavilion",Westminster Constituency,E14000598,South East Euro Region,106799.073162,823160179.398,#6AB023,Green
114,East Yorkshire,Westminster Constituency,E14000683,Yorkshire and the Humber Euro Region,106799.10933,823160736.932,#0087DC,Conservative
115,Beverley and Holderness,Westminster Constituency,E14000556,Yorkshire and the Humber Euro Region,106799.308007,823163799.544,#0087DC,Conservative
116,Wentworth and Dearne,Westminster Constituency,E14001028,Yorkshire and the Humber Euro Region,106799.120683,823160911.938,#DC241F,Labour
117,Doncaster North,Westminster Constituency,E14000669,Yorkshire and the Humber Euro Region,106799.112168,823160780.683,#DC241F,Labour
118,Scunthorpe,Westminster Constituency,E14000914,Yorkshire and the Humber Euro Region,106799.129198,823161043.193,#0087DC,Conservative
119,Newark,Westminster Constituency,E14000829,East Midlands Euro Region,106799.100815,823160605.677,#0087DC,Conservative
120,Lincoln,Westminster Constituency,E14000792,East Midlands Euro Region,106799.120683,823160911.938,#0087DC,Conservative
121,Gedling,Westminster Constituency,E14000710,East Midlands Euro Region,106799.10933,823160736.931,#0087DC,Conservative
122,Nottingham South,Westminster Constituency,E14000867,East Midlands Euro Region,106799.166095,823161611.964,#DC241F,Labour
123,Loughborough,Westminster Constituency,E14000797,East Midlands Euro Region,106799.007154,823159161.874,#0087DC,Conservative
124,Kettering,Westminster Constituency,E14000769,East Midlands Euro Region,106799.174609,823161743.218,#0087DC,Conservative
125,Northampton North,Westminster Constituency,E14000861,East Midlands Euro Region,106798.598448,823152861.643,#0087DC,Conservative
126,Peterborough,Westminster Constituency,E14000878,Eastern Euro Region,106799.100815,823160605.677,#0087DC,Conservative
127,South Cambridgeshire,Westminster Constituency,E14000934,Eastern Euro Region,106798.598448,823152861.642,#0087DC,Conservative
128,Bedford,Westminster Constituency,E14000552,Eastern Euro Region,106799.129198,823161043.192,#DC241F,Labour
129,Enfield North,Westminster Constituency,E14000691,London Euro Region,106799.120683,823160911.938,#DC241F,Labour
130,Tottenham,Westminster Constituency,E14001002,London Euro Region,106799.353418,823164499.57,#DC241F,Labour
131,Brent Central,Westminster Constituency,E14000591,London Euro Region,106799.10933,823160736.931,#DC241F,Labour
132,Chelsea and Fulham,Westminster Constituency,E14000629,London Euro Region,106798.88511,823157280.555,#0087DC,Conservative
133,Cities of London and Westminster,Westminster Constituency,E14000639,London Euro Region,106799.120683,823160911.938,#0087DC,Conservative
134,Vauxhall,Westminster Constituency,E14001008,London Euro Region,106798.86808,823157018.046,#DC241F,Labour
135,Wimbledon,Westminster Constituency,E14001040,London Euro Region,106799.293815,823163580.786,#0087DC,Conservative
136,Croydon Central,Westminster Constituency,E14000654,London Euro Region,106798.98161,823158768.109,#DC241F,Labour
137,Horsham,Westminster Constituency,E14000753,South East Euro Region,106799.333551,823164193.309,#0087DC,Conservative
138,Hove,Westminster Constituency,E14000755,South East Euro Region,106798.589933,823152730.388,#DC241F,Labour
139,Middlesbrough South and East Cleveland,Westminster Constituency,E14000820,North East Euro Region,106799.094582,823160509.592,#0087DC,Conservative
140,Scarborough and Whitby,Westminster Constituency,E14000913,Yorkshire and the Humber Euro Region,106799.097422,823160553.343,#0087DC,Conservative
141,York Outer,Westminster Constituency,E14001062,Yorkshire and the Humber Euro Region,106799.122965,823160947.108,#0087DC,Conservative
142,Leeds Central,Westminster Constituency,E14000777,Yorkshire and the Humber Euro Region,106799.290423,823163528.452,#DC241F,Labour
143,"Normanton, Pontefract and Castleford",Westminster Constituency,E14000836,Yorkshire and the Humber Euro Region,106799.17973,823161822.139,#DC241F,Labour
144,Rotherham,Westminster Constituency,E14000904,Yorkshire and the Humber Euro Region,106798.805083,823156046.929,#DC241F,Labour
145,Brigg and Goole,Westminster Constituency,E14000596,Yorkshire and the Humber Euro Region,106799.134318,823161122.114,#0087DC,Conservative
146,Bassetlaw,Westminster Constituency,E14000546,East Midlands Euro Region,106798.807921,823156090.681,#0087DC,Conservative
147,Sherwood,Westminster Constituency,E14000924,East Midlands Euro Region,106799.262038,823163090.935,#0087DC,Conservative
148,Nottingham North,Westminster Constituency,E14000866,East Midlands Euro Region,106798.816436,823156221.935,#DC241F,Labour
149,Broxtowe,Westminster Constituency,E14000607,East Midlands Euro Region,106799.30745,823163790.961,#0087DC,Conservative
150,Erewash,Westminster Constituency,E14000695,East Midlands Euro Region,106798.637627,823153465.585,#0087DC,Conservative
151,Harborough,Westminster Constituency,E14000728,East Midlands Euro Region,106799.290421,823163528.452,#0087DC,Conservative
152,Northampton South,Westminster Constituency,E14000862,East Midlands Euro Region,106799.11445,823160815.852,#0087DC,Conservative
153,South Northamptonshire,Westminster Constituency,E14000942,East Midlands Euro Region,106798.853333,823156790.707,#0087DC,Conservative
154,North West Cambridgeshire,Westminster Constituency,E14000855,Eastern Euro Region,106799.060524,823159984.572,#0087DC,Conservative
155,Hitchin and Harpenden,Westminster Constituency,E14000749,Eastern Euro Region,106798.714259,823154646.878,#0087DC,Conservative
156,Mid Bedfordshire,Westminster Constituency,E14000813,Eastern Euro Region,106799.040656,823159678.311,#0087DC,Conservative
157,"Enfield, Southgate",Westminster Constituency,E14000692,London Euro Region,106799.086069,823160378.337,#DC241F,Labour
158,Hornsey and Wood Green,Westminster Constituency,E14000752,London Euro Region,106799.327318,823164097.223,#DC241F,Labour
159,Holborn and St. Pancras,Westminster Constituency,E14000750,London Euro Region,106799.049174,823159809.566,#DC241F,Labour
160,Putney,Westminster Constituency,E14000887,London Euro Region,106799.057685,823159940.821,#DC241F,Labour
161,Kensington,Westminster Constituency,E14000768,London Euro Region,106799.094583,823160509.592,#0087DC,Conservative
162,Streatham,Westminster Constituency,E14000978,London Euro Region,106799.0662,823160072.076,#DC241F,Labour
163,Mitcham and Morden,Westminster Constituency,E14000823,London Euro Region,106799.103097,823160640.846,#DC241F,Labour
164,Croydon South,Westminster Constituency,E14000656,London Euro Region,106799.122965,823160947.108,#0087DC,Conservative
165,East Worthing and Shoreham,Westminster Constituency,E14000682,South East Euro Region,106799.105935,823160684.598,#0087DC,Conservative
166,Hartlepool,Westminster Constituency,E14000733,North East Euro Region,106799.307011,823163784.193,#DC241F,Labour
167,Redcar,Westminster Constituency,E14000891,North East Euro Region,106798.617321,823153152.556,#0087DC,Conservative
168,Thirsk and Malton,Westminster Constituency,E14000993,Yorkshire and the Humber Euro Region,106799.278629,823163346.677,#0087DC,Conservative
169,York Central,Westminster Constituency,E14001061,Yorkshire and the Humber Euro Region,106799.091305,823160459.072,#DC241F,Labour
170,Morley and Outwood,Westminster Constituency,E14000826,Yorkshire and the Humber Euro Region,106799.289982,823163521.683,#0087DC,Conservative
171,Hemsworth,Westminster Constituency,E14000740,Yorkshire and the Humber Euro Region,106799.102658,823160634.078,#DC241F,Labour
172,"Sheffield, Brightside and Hillsborough",Westminster Constituency,E14000921,Yorkshire and the Humber Euro Region,106799.094143,823160502.823,#DC241F,Labour
173,Don Valley,Westminster Constituency,E14000667,Yorkshire and the Humber Euro Region,106799.111173,823160765.333,#0087DC,Conservative
174,Chesterfield,Westminster Constituency,E14000632,East Midlands Euro Region,106799.08279,823160327.817,#DC241F,Labour
175,Mansfield,Westminster Constituency,E14000810,East Midlands Euro Region,106799.102658,823160634.078,#0087DC,Conservative
176,Ashfield,Westminster Constituency,E14000535,East Midlands Euro Region,106799.091305,823160459.071,#0087DC,Conservative
177,Charnwood,Westminster Constituency,E14000625,East Midlands Euro Region,106799.14807,823161334.103,#0087DC,Conservative
178,Leicester East,Westminster Constituency,E14000782,East Midlands Euro Region,106798.989129,823158884.014,#DC241F,Labour
179,Leicester South,Westminster Constituency,E14000783,East Midlands Euro Region,106799.156585,823161465.358,#DC241F,Labour
180,Daventry,Westminster Constituency,E14000660,East Midlands Euro Region,106798.580423,823152583.786,#0087DC,Conservative
181,Huntingdon,Westminster Constituency,E14000757,Eastern Euro Region,106799.08279,823160327.817,#0087DC,Conservative
182,North East Bedfordshire,Westminster Constituency,E14000841,Eastern Euro Region,106798.580423,823152583.785,#0087DC,Conservative
183,Welwyn Hatfield,Westminster Constituency,E14001027,Eastern Euro Region,106799.111173,823160765.332,#0087DC,Conservative
184,Epping Forest,Westminster Constituency,E14000693,Eastern Euro Region,106799.102658,823160634.078,#0087DC,Conservative
185,Chipping Barnet,Westminster Constituency,E14000636,London Euro Region,106799.335394,823164221.709,#0087DC,Conservative
186,Finchley and Golders Green,Westminster Constituency,E14000703,London Euro Region,106799.091305,823160459.071,#0087DC,Conservative
187,Westminster North,Westminster Constituency,E14001036,London Euro Region,106798.867085,823157002.696,#DC241F,Labour
188,Hammersmith,Westminster Constituency,E14000726,London Euro Region,106799.102658,823160634.078,#DC241F,Labour
189,Battersea,Westminster Constituency,E14000549,London Euro Region,106798.850055,823156740.187,#DC241F,Labour
190,Tooting,Westminster Constituency,E14000998,London Euro Region,106799.275791,823163302.925,#DC241F,Labour
191,Carshalton and Wallington,Westminster Constituency,E14000621,London Euro Region,106798.963585,823158490.25,#0087DC,Conservative
192,Arundel and South Downs,Westminster Constituency,E14000534,South East Euro Region,106799.315526,823163915.448,#0087DC,Conservative
193,Worthing West,Westminster Constituency,E14001055,South East Euro Region,106798.571908,823152452.531,#0087DC,Conservative
194,South Shields,Westminster Constituency,E14000944,North East Euro Region,106798.764626,823155423.256,#DC241F,Labour
195,Sunderland Central,Westminster Constituency,E14000982,North East Euro Region,106798.7107,823154591.982,#DC241F,Labour
196,Easington,Westminster Constituency,E14000677,North East Euro Region,106798.707862,823154548.23,#DC241F,Labour
197,Richmond (Yorks),Westminster Constituency,E14000895,Yorkshire and the Humber Euro Region,106798.710701,823154591.982,#0087DC,Conservative
198,Selby and Ainsty,Westminster Constituency,E14000917,Yorkshire and the Humber Euro Region,106798.736244,823154985.744,#0087DC,Conservative
199,Leeds East,Westminster Constituency,E14000778,Yorkshire and the Humber Euro Region,106798.903701,823157567.069,#DC241F,Labour
200,Batley and Spen,Westminster Constituency,E14000548,Yorkshire and the Humber Euro Region,106798.793009,823155860.769,#DC241F,Labour
201,Barnsley Central,Westminster Constituency,E14000541,Yorkshire and the Humber Euro Region,106798.418364,823150085.6,#DC241F,Labour
202,Penistone and Stocksbridge,Westminster Constituency,E14000876,Yorkshire and the Humber Euro Region,106798.747597,823155160.748,#0087DC,Conservative
203,Doncaster Central,Westminster Constituency,E14000668,Yorkshire and the Humber Euro Region,106798.421202,823150129.351,#DC241F,Labour
204,North East Derbyshire,Westminster Constituency,E14000843,East Midlands Euro Region,106798.875317,823157129.555,#0087DC,Conservative
205,Bolsover,Westminster Constituency,E14000577,East Midlands Euro Region,106798.429717,823150260.605,#0087DC,Conservative
206,Amber Valley,Westminster Constituency,E14000533,East Midlands Euro Region,106798.920729,823157829.576,#0087DC,Conservative
207,Derby South,Westminster Constituency,E14000663,East Midlands Euro Region,106798.250909,823147504.275,#DC241F,Labour
208,Leicester West,Westminster Constituency,E14000784,East Midlands Euro Region,106798.903699,823157567.069,#DC241F,Labour
209,South Leicestershire,Westminster Constituency,E14000940,East Midlands Euro Region,106798.72773,823154854.489,#0087DC,Conservative
210,Rugby,Westminster Constituency,E14000905,West Midlands Euro Region,106798.466613,823150829.372,#0087DC,Conservative
211,Luton South,Westminster Constituency,E14000801,Eastern Euro Region,106798.673803,823154023.214,#DC241F,Labour
212,Luton North,Westminster Constituency,E14000800,Eastern Euro Region,106798.32754,823148685.559,#DC241F,Labour
213,Broxbourne,Westminster Constituency,E14000606,Eastern Euro Region,106798.653936,823153716.956,#0087DC,Conservative
214,Hertsmere,Westminster Constituency,E14000745,Eastern Euro Region,106798.699348,823154416.976,#0087DC,Conservative
215,Hendon,Westminster Constituency,E14000741,London Euro Region,106798.940596,823158135.835,#0087DC,Conservative
216,Brent North,Westminster Constituency,E14000592,London Euro Region,106798.662454,823153848.21,#DC241F,Labour
217,Hampstead and Kilburn,Westminster Constituency,E14000727,London Euro Region,106798.670965,823153979.464,#DC241F,Labour
218,Ealing Central and Acton,Westminster Constituency,E14000674,London Euro Region,106798.707862,823154548.23,#DC241F,Labour
219,Brentford and Isleworth,Westminster Constituency,E14000593,London Euro Region,106798.67948,823154110.718,#DC241F,Labour
220,Richmond Park,Westminster Constituency,E14000896,London Euro Region,106798.716377,823154679.484,#FDBB30,Liberal Democrat
221,Sutton and Cheam,Westminster Constituency,E14000984,London Euro Region,106798.736244,823154985.743,#0087DC,Conservative
222,Bognor Regis and Littlehampton,Westminster Constituency,E14000576,South East Euro Region,106798.719215,823154723.236,#0087DC,Conservative
223,Tynemouth,Westminster Constituency,E14001006,North East Euro Region,106798.911776,823157691.554,#DC241F,Labour
224,Jarrow,Westminster Constituency,E14000765,North East Euro Region,106798.426441,823150210.085,#DC241F,Labour
225,Houghton and Sunderland South,Westminster Constituency,E14000754,North East Euro Region,106798.92029,823157822.808,#DC241F,Labour
226,Middlesbrough,Westminster Constituency,E14000819,North East Euro Region,106798.230604,823147191.248,#DC241F,Labour
227,Skipton and Ripon,Westminster Constituency,E14000928,Yorkshire and the Humber Euro Region,106798.891908,823157385.295,#0087DC,Conservative
228,Leeds West,Westminster Constituency,E14000781,Yorkshire and the Humber Euro Region,106798.704586,823154497.711,#DC241F,Labour
229,Elmet and Rothwell,Westminster Constituency,E14000689,Yorkshire and the Humber Euro Region,106798.903261,823157560.3,#0087DC,Conservative
230,Bradford South,Westminster Constituency,E14000588,Yorkshire and the Humber Euro Region,106798.715939,823154672.716,#DC241F,Labour
231,Barnsley East,Westminster Constituency,E14000542,Yorkshire and the Humber Euro Region,106798.707424,823154541.462,#DC241F,Labour
232,Dewsbury,Westminster Constituency,E14000666,Yorkshire and the Humber Euro Region,106798.724453,823154803.97,#0087DC,Conservative
233,Rother Valley,Westminster Constituency,E14000903,Yorkshire and the Humber Euro Region,106798.696071,823154366.456,#0087DC,Conservative
234,High Peak,Westminster Constituency,E14000748,East Midlands Euro Region,106798.715938,823154672.715,#0087DC,Conservative
235,Mid Derbyshire,Westminster Constituency,E14000814,East Midlands Euro Region,106798.704586,823154497.71,#0087DC,Conservative
236,Derby North,Westminster Constituency,E14000662,East Midlands Euro Region,106798.76135,823155372.736,#0087DC,Conservative
237,North West Leicestershire,Westminster Constituency,E14000858,East Midlands Euro Region,106798.602411,823152922.664,#0087DC,Conservative
238,Bosworth,Westminster Constituency,E14000583,East Midlands Euro Region,106798.769865,823155503.989,#0087DC,Conservative
239,Nuneaton,Westminster Constituency,E14000868,West Midlands Euro Region,106798.193707,823146622.481,#0087DC,Conservative
240,Coventry North East,Westminster Constituency,E14000649,West Midlands Euro Region,106798.696071,823154366.456,#DC241F,Labour
241,South West Bedfordshire,Westminster Constituency,E14000949,Eastern Euro Region,106798.193707,823146622.481,#0087DC,Conservative
242,Hemel Hempstead,Westminster Constituency,E14000739,Eastern Euro Region,106798.724453,823154803.969,#0087DC,Conservative
243,St. Albans,Westminster Constituency,E14000960,Eastern Euro Region,106798.715938,823154672.715,#FDBB30,Liberal Democrat
244,Watford,Westminster Constituency,E14001021,Eastern Euro Region,106798.948673,823158260.32,#0087DC,Conservative
